iter	Passed	Remaining
214	7470	9902
215	7485	9841
216	7562	9862
217	7583	9809
218	7620	9778
219	7641	9726
220	7657	9667
221	7676	9612
222	7734	9607
223	7814	9628
224	7831	9572
225	7849	9516
226	7866	9460
227	7949	9483
228	7980	9443
229	8000	9391
230	8016	9335
231	8076	9329
232	8123	9308
233	8142	9256
234	8163	9205
235	8179	9150
236	8197	9097
237	8239	9069
238	8296	9059
239	8326	9020
240	8345	8969
241	8360	8913
242	8376	8859
243	8428	8842
244	8502	8849
245	8528	8806
246	8550	8758
247	8569	8707
248	8630	8700
249	8651	8651
250	8672	8603
251	8708	8569
252	8726	8519
253	8747	8472
254	8768	8424
255	8843	8429
256	8868	8385
257	8886	8335
258	8902	8284
259	8919	8233
260	9029	8268
261	9055	8226
262	9076	8179
263	9092	8128
264	9187	8147
265	9206	8099
266	9239	8062
267	9260	8016
268	9277	7966
269	9303	7925
270	9392	7937
271	9422	7898
272	9437	7847
273	9455	7798
274	9510	7780
275	9532	7736
276	9591	7721
277	9609	7673
278	9631	7629
279	9649	7581
280	9758	7605
281	9781	7561
282	9808	7520
283	9824	7472
284	9916	7480
285	9937	7435
286	9964	7395
287	9988	7352
288	10005	7305
289	10020	7256
290	10043	7213
291	10111	7202
292	10137	7161
293	10161	7119
294	10177	7072
295	10196	7026
296	10302	7041
297	10333	7004
298	10355	6961
299	10370	6913
300	10489	6934
301	10510	6890
302	10527	6844
303	10540	6796
304	10561	6752
305	10653	6754
306	10675	6711
307	10693	6666
308	10712	6621
309	10726	6574
310	10810	6569
311	10835	6529
312	10861	6488
313	10878	6443
314	10896	6399
315	10913	6354
316	10959	6326
317	11009	6300
318	11037	6262
319	11056	6219
320	11077	6177
321	11096	6134
322	11181	6127
323	11209	6089
324	11238	6051
325	11255	6007
326	11368	6014
327	11394	5975
328	11409	5930
329	11500	5924
330	11533	5888
331	11559	5849
332	11577	5806
333	11594	5762
334	11693	5759
335	11725	5723
336	11742	5679
337	11766	5639
338	11782	5595
339	11806	5556
340	11831	5516
341	11916	5505
342	11934	5462
343	11949	5419
344	11961	5374
345	12055	5365
346	12078	5325
347	12102	5286
348	12117	5242
349	12132	5199
350	12195	5177
351	12220	5138
352	12255	5103
353	12277	5063
354	12298	5023
355	12317	4982
356	12333	4940
357	12457	4941
358	12479	4901
359	12493	4858
360	12510	4817
361	12560	4788
362	12583	4749
363	12605	4709
364	12625	4669
365	12643	4628
366	12659	4587
367	12676	4546
368	12693	4506
369	12773	4487
370	12821	4458
371	12836	4416
372	12857	4377
373	12871	4336
374	12890	4296
375	12967	4276
376	12992	4238
377	13010	4199
378	13069	4172
379	13091	4134
380	13149	4107
381	13167	4067
382	13188	4028
383	13206	3989
384	13228	3951
385	13286	3923
386	13321	3889
387	13339	3850
388	13358	3811
389	13380	3773
390	13477	3757
391	13500	3719
392	13515	3679
393	13531	3640
394	13574	3608
395	13628	3579
396	13650	3541
397	13674	3504
398	13695	3466
399	13712	3428
400	13745	3393
401	13777	3358
402	13798	3321
403	13815	3282
404	13834	3245
405	13864	3209
406	13950	3187
407	13968	3149
408	13997	3114
409	14018	3077
410	14104	3054
411	14125	3017
412	14143	2979
413	14160	2941
414	14292	2927
415	14310	2889
416	14327	2851
417	14343	2813
418	14359	2775
419	14380	2739
420	14469	2715
421	14494	2679
422	14511	2641
423	14528	2604
424	14545	2566
425	14634	2542
426	14659	2506
427	14679	2469
428	14697	2432
429	14710	2394
430	14772	2364
431	14813	2331
432	14834	2295
433	14856	2259
434	14874	2222
435	14888	2185
436	14930	2152
437	14955	2116
438	15020	2087
439	15045	2051
440	15060	2014
441	15070	1977
442	15095	1942
443	15119	1906
444	15189	1877
445	15206	1841
446	15222	1804
447	15235	1768
448	15246	1731
449	15258	1695
450	15333	1665
451	15352	1630
452	15374	1595
453	15387	1559
454	15399	1523
455	15410	1486
456	15420	1450
457	15429	1414
458	15437	1378
459	15450	1343
460	15490	1310
461	15512	1275
462	15534	1241
463	15558	1207
464	15567	1171
465	15575	1136
466	15585	1101
467	15592	1066
468	15600	1031
469	15606	996
470	15613	961
471	15620	926
472	15630	892
473	15645	858
474	15669	824
475	15724	792
476	15737	758
477	15750	724
478	15759	690
479	15769	657
480	15777	623
481	15783	589
482	15788	555
483	15793	522
484	15800	488
485	15821	455
486	15843	422
487	15869	390
488	15893	357
489	15901	324
490	15910	291
491	15918	258
492	15926	226
493	15933	193
494	15945	161
495	15952	128
496	15973	96
497	15999	64
498	16023	32
499	16054	0
