iter	RMSE
168	1156.509465
169	1153.936216
170	1152.018402
171	1149.851772
172	1147.48439
173	1146.009237
174	1144.336452
175	1141.836806
176	1139.393907
177	1138.682137
178	1136.652113
179	1134.15369
180	1133.047774
181	1130.59603
182	1128.547857
183	1127.342119
184	1126.055052
185	1123.941559
186	1122.328433
187	1121.117421
188	1119.881755
189	1118.205391
190	1117.165582
191	1116.07521
192	1114.405084
193	1112.924705
194	1111.709096
195	1110.742476
196	1109.020809
197	1107.349759
198	1105.80725
199	1104.842864
200	1103.160459
201	1101.540747
202	1099.349066
203	1097.73671
204	1095.854668
205	1094.891671
206	1094.369663
207	1092.781252
208	1090.473647
209	1088.501852
210	1086.928145
211	1085.878357
212	1083.541955
213	1080.866222
214	1079.128098
215	1077.781281
216	1076.842724
217	1074.36871
218	1073.245302
219	1072.39182
220	1071.081609
221	1070.14255
222	1067.98432
223	1066.39952
224	1064.611121
225	1062.511324
226	1060.893536
227	1059.388768
228	1058.667431
229	1056.53443
230	1054.318382
231	1052.28379
232	1050.829616
233	1049.615481
234	1048.208728
235	1045.372254
236	1044.112016
237	1042.178176
238	1040.742719
239	1038.416723
240	1036.285432
241	1033.135502
242	1031.240423
243	1028.925242
244	1026.97912
245	1025.808745
246	1023.901888
247	1021.379595
248	1021.067287
249	1018.614885
250	1017.488048
251	1016.569585
252	1014.254903
253	1012.387279
254	1010.885423
255	1010.6223
256	1008.087406
257	1005.965773
258	1004.877306
259	1002.75897
260	1001.660111
261	999.4587969
262	998.4140056
263	996.6513743
264	995.4671637
265	994.3646542
266	993.8244486
267	992.7527428
268	991.0992897
269	990.0788621
270	987.6329786
271	986.1945449
272	984.7848466
273	982.971752
274	980.8330582
275	979.1686622
276	977.8119193
277	976.5145578
278	975.530246
279	974.1358296
280	971.9829943
281	970.5823226
282	969.5305248
283	967.4842278
284	965.444472
285	963.8592144
286	961.9240943
287	960.9751157
288	958.8647675
289	957.9277787
290	956.645892
291	955.4271511
292	953.6868134
293	952.683614
294	950.9577759
295	950.017604
296	949.0027483
297	947.4806966
298	945.9128259
299	944.9766367
300	943.311642
301	941.4405598
302	939.7353854
303	938.4297002
304	936.0740438
305	935.1760177
306	933.6270081
307	930.9759927
308	929.4941765
309	928.0977384
310	926.6730793
311	925.9339192
312	924.5915279
313	922.9837131
314	920.9430702
315	918.8431067
316	916.9212742
317	915.728445
318	914.1261981
319	912.8715307
320	912.0692659
321	910.2665494
322	909.7351323
323	908.418814
324	906.7308854
325	905.9554166
326	904.8459767
327	903.1262575
328	901.6125126
329	899.1713781
330	897.7471126
331	896.7277233
332	895.4292795
333	893.7632955
334	891.5297861
335	890.5831885
336	888.4638682
337	887.0183068
338	885.9892508
339	884.0803121
340	883.5171336
341	882.1928139
342	880.0531516
343	878.5039463
344	876.4920908
345	875.3948967
346	873.4768341
347	872.0270773
348	870.9573597
349	870.375191
350	869.4503116
351	868.9236519
352	868.0902808
353	866.9393328
354	865.547771
355	864.3724089
356	863.7798064
357	862.9896272
358	861.8124196
359	860.3039843
360	858.6782391
361	857.2038229
362	856.3889563
363	855.9735904
364	855.3086211
365	853.9139171
366	852.9786788
367	852.2734679
368	851.2684202
369	849.8761239
370	848.9763558
371	848.2967685
372	847.5526881
373	846.6456767
374	845.9981389
375	844.9423306
376	843.6727468
377	842.9712957
378	841.6778695
379	840.2806937
380	839.3861262
381	838.6308045
382	837.5826518
383	836.5814161
384	835.5127398
385	834.1185833
386	832.4069854
387	831.8446375
388	831.2533545
389	830.496865
390	828.7607519
391	826.9161765
392	825.6065255
393	823.8329418
394	822.1527348
395	821.0105109
396	819.4134014
397	818.256332
398	817.3225728
399	816.1447926
400	815.2189041
401	814.3962521
402	813.0333753
403	811.6917484
404	810.4586489
405	809.3780996
406	808.0030419
407	806.8885783
408	805.6278332
409	804.5368054
410	803.8062126
411	802.806614
412	802.2492921
413	800.3727357
414	799.6215018
415	798.8889269
416	797.9971812
417	796.7308425
418	795.9373227
419	794.7544438
420	793.8851235
421	792.9910351
422	792.2145556
423	791.3998975
424	790.9516008
425	790.0115132
426	788.3832648
427	786.8924599
428	785.9601071
429	784.7143019
430	783.6193644
431	782.3547257
432	781.514089
433	780.3992282
434	778.8962272
435	778.0308117
436	777.2599101
437	775.9807216
438	775.3237745
439	774.4748061
440	772.5637298
441	771.7782408
442	771.2239418
443	770.1162113
444	768.5829421
445	767.3659199
446	766.562473
447	765.5995983
448	764.1173967
449	763.0852424
450	761.9633721
451	760.7817959
452	760.1652652
453	758.5109641
454	757.6156949
455	755.9837449
456	755.1814284
457	754.5124561
458	753.4985939
459	752.7044726
460	751.0317213
461	750.72913
462	749.3793649
463	748.5484282
464	747.0900903
465	745.7324397
466	745.1121553
467	744.3369419
468	743.3566525
469	742.1072934
470	741.4445235
471	740.4520112
472	739.7217307
473	738.5151938
474	737.0347616
475	736.3927657
476	735.1307215
477	733.9792823
478	733.2430241
479	732.6466545
480	732.111235
481	731.0679855
482	729.9734025
483	729.1183823
484	727.5748458
485	726.0421512
486	725.1739456
487	724.0904898
488	723.2421027
489	722.2138792
490	721.6192382
491	720.8093875
492	719.3093985
493	718.8158015
494	717.993119
495	716.9519392
496	715.7295555
497	714.1115844
498	713.1749262
499	712.6722142
